Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,waiting time,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-05-31,19:33:00,UBR100436,Completed,CUST1131,UberX,Vancouver,Berlin,5.8,15.9,0,,0,,0,,8.01,1.76,2.0,4.7,PayPal
2025-03-10,19:13:00,UBR100404,Completed,CUST1054,UberXL,New York,Melbourne,2.8,24.6,0,,0,,0,,57.04,30.03,2.5,4.1,
2025-05-23,20:58:00,UBR100918,Incomplete,CUST1074,Uber Comfort,Madrid,Singapore,5.4,15.0,0,,0,,1,Route issue,15.49,3.16,1.7,,Cash
2025-04-26,12:21:00,UBR100352,Completed,CUST1112,UberXL,Madrid,London,3.6,24.5,0,,0,,0,,29.12,10.39,3.2,1.5,Debit Card
2025-05-25,10:39:00,UBR100903,Cancelled by Driver,CUST1103,UberXL,Rome,Singapore,9.2,14.0,0,,1,Too far from pickup,0,,0.0,5.96,1.9,,UPI
2025-04-09,11:23:00,UBR100007,Completed,CUST1103,Uber Black,Los Angeles,New York,10.5,11.4,0,,0,,0,,30.32,11.71,4.9,4.4,Wallet
2025-06-02,08:07:00,UBR100155,Completed,CUST1058,Uber Comfort,Los Angeles,Rome,7.6,6.6,0,,0,,0,,18.24,4.95,2.1,4.7,UPI
2025-01-30,17:23:00,UBR100570,Incomplete,CUST1047,UberX,Dubai,Sydney,9.6,4.2,0,,0,,1,Emergency,42.82,20.29,3.1,,Credit Card
2025-04-16,20:16:00,UBR100554,Completed,CUST1059,Uber Comfort,Paris,Melbourne,5.9,4.6,0,,0,,0,,49.28,25.72,2.4,4.0,Debit Card
2025-02-27,10:05:00,UBR100329,Completed,CUST1118,UberX,Los Angeles,Vancouver,1.9,6.5,0,,0,,0,,57.84,16.15,2.3,1.3,Debit Card
2025-04-07,10:22:00,UBR100525,Completed,CUST1005,Uber Comfort,New York,Madrid,10.2,20.7,0,,0,,0,,52.57,23.26,3.0,1.2,UPI
2025-05-21,16:55:00,UBR100442,Completed,CUST1096,Uber Green,Birmingham,London,,24.7,0,,0,,0,,34.74,11.01,2.0,3.0,Cash
2025-01-01,21:35:00,UBR100817,Completed,CUST1008,UberX,Rome,Chicago,17.0,3.0,0,,0,,0,,25.22,10.31,3.9,3.6,Credit Card
2025-06-17,07:21:00,UBR100597,Completed,CUST1217,UberX,Manchester,Madrid,2.2,9.1,0,,0,,0,,20.49,5.03,2.3,4.8,Credit Card
2025-04-25,06:12:00,UBR100445,Completed,CUST1204,UberX,Seoul,Rome,16.5,3.1,0,,0,,0,,46.63,11.45,4.2,4.8,PayPal
2025-05-31,08:33:00,UBR100761,Cancelled by Customer,CUST1151,UberX,,Houston,14.6,12.5,1,Found another ride,0,,0,,0.0,6.54,,,Cash
2025-01-27,21:50:00,UBR100983,Completed,CUST1218,UberXL,Chicago,Madrid,5.5,5.9,0,,0,,0,,70.36,34.12,3.0,2.6,Wallet
2025-02-26,06:04:00,UBR100598,Completed,CUST1008,UberX,Birmingham,London,3.1,23.8,0,,0,,0,,,27.02,1.5,4.1,UPI
2025-06-03,09:19:00,UBR100464,Completed,CUST1094,Uber Black,Sydney,London,13.5,9.1,0,,0,,0,,111.98,28.95,3.6,2.4,UPI
2025-01-01,03:04:00,UBR100978,Cancelled by Driver,CUST1144,UberXL,Tokyo,Houston,8.1,6.8,0,,1,Personal emergency,0,,0.0,3.8,1.5,,Debit Card
2025-01-12,13:33:00,UBR100614,Completed,CUST1158,UberX,Sydney,Seoul,4.2,4.2,0,,0,,0,,31.02,8.45,1.3,5.0,UPI
2025-05-20,09:12:00,UBR100745,Completed,CUST1229,UberXL,Singapore,Seoul,8.3,7.3,0,,0,,0,,98.49,30.67,1.1,4.2,PayPal
2025-04-25,01:40:00,UBR100516,Completed,CUST1148,UberXL,Toronto,Phoenix,6.1,13.1,0,,0,,0,,47.21,17.73,2.1,2.5,Credit Card
2025-01-23,00:56:00,UBR100506,Completed,CUST1234,UberX,Singapore,Vancouver,7.1,14.6,0,,0,,0,,11.51,3.87,3.3,4.2,Wallet
2025-04-14,06:32:00,UBR100228,Completed,CUST1118,Uber Green,Toronto,Melbourne,10.0,17.3,0,,0,,0,,71.85,23.9,3.6,3.2,PayPal
2025-06-03,02:26:00,UBR100616,Completed,CUST1121,UberX,Phoenix,Sydney,17.1,7.3,0,,0,,0,,53.46,17.97,4.5,3.8,Cash
2025-05-15,17:27:00,UBR100767,Cancelled by Driver,CUST1027,Uber Black,Chicago,Madrid,11.6,,0,,1,Personal emergency,0,,0.0,12.98,3.2,,Debit Card
2025-05-21,10:47:00,UBR100212,Cancelled by Customer,CUST1132,Uber Comfort,Manchester,Chicago,12.2,19.9,1,Driver taking too long,0,,0,,0.0,22.59,,,UPI
2025-03-26,00:41:00,UBR100079,Completed,CUST1099,UberX,Toronto,Los Angeles,5.7,,0,,0,,0,,10.56,1.82,3.6,4.3,Wallet
2025-06-30,05:37:00,UBR100148,Completed,CUST1228,Uber Green,Manchester,Phoenix,1.7,11.2,0,,0,,0,,7.31,1.61,2.1,3.6,Wallet
2025-05-18,06:26:00,UBR100302,Incomplete,CUST1186,Uber Comfort,Melbourne,London,10.5,21.6,0,,0,,1,Vehicle breakdown,61.76,27.75,4.2,,PayPal
2025-06-05,07:00:00,UBR100576,Completed,CUST1104,UberX,Paris,Dubai,4.5,10.1,0,,0,,0,,,7.66,2.9,4.8,Debit Card
2025-01-07,18:23:00,UBR100688,Completed,CUST1164,Uber Green,Dubai,New York,10.5,,0,,0,,0,,25.46,11.52,3.0,,Credit Card
2025-05-06,12:31:00,UBR100535,Completed,CUST1135,Uber Comfort,Seoul,New York,15.6,18.1,0,,0,,0,,78.19,34.68,4.5,1.8,
2025-06-28,03:16:00,UBR100382,Cancelled by Customer,CUST1246,UberX,Manchester,Paris,3.6,10.2,1,Driver requested cancellation,0,,0,,0.0,32.79,,,Cash
2025-06-02,07:29:00,UBR100043,Cancelled by Driver,CUST1009,UberXL,Vancouver,Chicago,,6.6,0,,1,Customer unreachable,0,,0.0,15.28,2.6,,PayPal
2025-03-30,03:40:00,UBR100377,Completed,CUST1146,Uber Black,New York,Phoenix,11.4,9.5,0,,0,,0,,35.88,17.91,2.0,,Cash
2025-01-11,10:49:00,UBR100133,Completed,CUST1200,Uber Green,Dubai,Melbourne,11.1,13.9,0,,0,,0,,21.73,8.98,5.0,1.5,Wallet
2025-06-29,14:11:00,UBR100580,Cancelled by Driver,CUST1067,Uber Black,Birmingham,Houston,1.7,11.9,0,,1,Wrong pickup location,0,,0.0,30.47,3.6,,Wallet
2025-02-17,10:08:00,UBR100311,Completed,CUST1190,Uber Comfort,Chicago,Sydney,4.2,11.2,0,,0,,0,,37.96,16.17,4.7,1.2,Cash
2025-06-25,17:05:00,UBR100477,Completed,CUST1232,Uber Comfort,Manchester,Chicago,10.3,18.0,0,,0,,0,,64.33,30.9,1.8,3.1,UPI
2025-05-09,05:13:00,UBR100883,Cancelled by Customer,CUST1002,Uber Green,Singapore,Phoenix,15.7,9.5,1,Found another ride,0,,0,,0.0,21.9,,,Wallet
2025-06-04,09:11:00,UBR100490,Completed,CUST1223,UberXL,Tokyo,Phoenix,8.4,14.6,0,,0,,0,,9.71,1.85,1.8,4.0,UPI
2025-02-09,11:30:00,UBR100828,Completed,CUST1079,Uber Green,Dubai,Birmingham,16.2,20.7,0,,0,,0,,53.5,13.55,1.7,2.2,Wallet
2025-03-16,01:27:00,UBR100000,Cancelled by Customer,CUST1116,Uber Comfort,Manchester,Melbourne,3.4,17.3,1,Driver requested cancellation,0,,0,,0.0,21.37,,,Wallet
2025-06-07,02:51:00,UBR100666,Completed,CUST1237,UberXL,Paris,Berlin,16.8,9.1,0,,0,,0,,29.7,14.09,4.8,1.3,PayPal
2025-05-18,05:44:00,UBR100316,Completed,CUST1179,UberX,Singapore,Chicago,,8.6,0,,0,,0,,87.49,23.41,4.1,1.4,Wallet
2025-01-30,17:01:00,UBR100992,Completed,CUST1105,UberXL,Birmingham,Manchester,16.6,14.7,0,,0,,0,,64.42,30.86,1.4,3.4,Cash
2025-02-08,05:06:00,UBR100842,Completed,CUST1003,UberX,Vancouver,Birmingham,14.8,13.1,0,,0,,0,,16.06,5.14,,2.6,UPI
2025-01-07,06:04:00,UBR100689,Cancelled by Customer,CUST1034,UberX,Sydney,,3.9,15.8,1,Driver requested cancellation,0,,0,,0.0,30.65,,,Debit Card
2025-02-20,02:40:00,UBR100964,Completed,CUST1145,Uber Green,Singapore,Melbourne,6.2,22.5,0,,0,,0,,52.17,12.95,3.7,2.4,PayPal
2025-05-01,09:26:00,UBR100982,Completed,CUST1193,UberXL,Dubai,Vancouver,9.8,19.9,0,,0,,0,,34.03,14.18,1.7,4.0,UPI
2025-04-22,11:57:00,UBR100770,Completed,CUST1130,UberX,Vancouver,New York,2.3,14.0,0,,0,,0,,59.2,30.84,3.7,4.2,UPI
2025-04-08,14:01:00,UBR100172,Completed,CUST1084,Uber Green,Los Angeles,Rome,17.1,21.7,0,,0,,0,,73.08,25.12,3.7,,Debit Card
2025-02-18,12:15:00,UBR100125,Completed,CUST1240,Uber Black,Manchester,Melbourne,4.9,4.6,0,,0,,0,,40.28,14.33,3.4,3.7,Credit Card
2025-02-03,05:24:00,UBR100440,Completed,CUST1054,UberXL,Tokyo,Toronto,8.8,10.2,0,,0,,0,,6.54,1.52,,2.8,Credit Card
2025-03-10,10:08:00,UBR100841,Cancelled by Driver,CUST1211,Uber Green,Dubai,Los Angeles,2.7,23.3,0,,1,Vehicle issue,0,,0.0,33.63,1.6,,Debit Card
2025-02-02,15:12:00,UBR100582,Completed,CUST1151,Uber Green,Paris,New York,13.1,24.4,0,,0,,0,,6.27,1.36,4.2,2.0,Debit Card
2025-05-23,15:58:00,UBR100949,Incomplete,CUST1052,Uber Black,Melbourne,Birmingham,17.1,16.3,0,,0,,1,Vehicle breakdown,83.48,27.55,,,Wallet
2025-02-06,01:00:00,UBR100090,Completed,CUST1228,,Sydney,Paris,11.0,24.6,0,,0,,0,,29.79,14.44,4.5,,PayPal
2025-04-18,13:20:00,UBR100988,Incomplete,CUST1147,Uber Comfort,Toronto,Paris,12.2,8.0,0,,0,,1,Technical issue,47.41,25.27,2.7,,Cash
2025-01-23,19:59:00,UBR100181,Completed,CUST1127,UberX,Chicago,Los Angeles,15.3,13.4,0,,0,,0,,56.91,16.42,4.9,3.5,UPI
2025-02-24,02:23:00,UBR100363,Cancelled by Driver,CUST1094,Uber Comfort,Los Angeles,Toronto,8.1,3.3,0,,1,Customer unreachable,0,,0.0,27.71,2.9,,Credit Card
2025-03-21,07:04:00,UBR100274,Completed,CUST1242,Uber Comfort,Melbourne,Paris,6.7,20.4,0,,0,,0,,103.85,29.46,,,Credit Card
2025-01-03,20:12:00,UBR100941,Completed,CUST1049,UberXL,Dubai,Singapore,14.0,23.1,0,,0,,0,,61.02,15.65,2.7,2.7,Wallet
2025-02-26,17:04:00,UBR100069,Completed,CUST1062,Uber Black,Madrid,New York,,11.8,0,,0,,0,,122.28,34.49,1.2,2.3,UPI
2025-02-28,17:46:00,UBR100291,Completed,CUST1206,Uber Comfort,Vancouver,Sydney,8.7,18.1,0,,0,,0,,41.95,24.37,4.6,3.6,Credit Card
2025-06-19,09:43:00,UBR100131,Completed,CUST1151,UberX,Paris,Berlin,5.0,,0,,0,,0,,20.56,7.11,2.1,4.3,UPI
2025-02-08,03:06:00,UBR100300,Cancelled by Driver,CUST1088,Uber Green,Rome,London,16.1,21.0,0,,1,Vehicle issue,0,,0.0,30.26,3.0,,Wallet
2025-04-16,20:16:00,UBR100554,Completed,CUST1059,Uber Comfort,Paris,Melbourne,5.9,4.6,0,,0,,0,,49.28,25.72,2.4,4.0,Debit Card
2025-05-26,10:07:00,UBR100326,Completed,CUST1200,Uber Green,Vancouver,Rome,16.3,7.7,0,,0,,0,,70.76,32.13,4.5,3.2,Credit Card
2025-04-03,00:42:00,UBR100144,Cancelled by Driver,CUST1129,Uber Comfort,Toronto,Sydney,7.2,11.5,0,,1,Too far from pickup,0,,0.0,4.77,3.3,,Credit Card
2025-03-23,08:41:00,UBR100915,Completed,CUST1198,Uber Comfort,Vancouver,Birmingham,11.4,9.0,0,,0,,0,,32.62,9.78,3.9,3.4,Credit Card
2025-01-24,10:36:00,UBR100613,Completed,CUST1191,UberXL,Vancouver,Berlin,8.5,23.9,0,,0,,0,,30.72,11.45,2.0,3.1,Cash
2025-03-27,22:27:00,UBR100675,Cancelled by Customer,CUST1179,Uber Comfort,Rome,Vancouver,17.1,6.7,1,Wrong pickup location,0,,0,,0.0,12.57,,,Wallet
2025-03-11,07:04:00,UBR100866,Cancelled by Driver,CUST1230,Uber Comfort,Birmingham,Phoenix,8.5,21.3,0,,1,Personal emergency,0,,0.0,14.76,3.7,,UPI
2025-01-14,19:17:00,UBR100866,Completed,CUST1075,Uber Comfort,Toronto,Los Angeles,5.9,11.9,0,,0,,0,,26.27,6.17,4.0,4.9,Cash
2025-04-23,20:06:00,UBR100164,Completed,CUST1224,UberXL,London,Houston,7.3,4.4,0,,0,,0,,33.57,16.08,4.2,4.1,Cash
2025-01-29,20:43:00,UBR100028,Completed,CUST1068,UberX,Chicago,Toronto,6.3,24.5,0,,0,,0,,15.65,6.56,1.7,,Credit Card
2025-01-05,18:56:00,UBR100910,Completed,CUST1117,Uber Comfort,Paris,Sydney,,16.3,0,,0,,0,,64.11,28.02,4.8,2.4,Cash
2025-01-09,22:47:00,UBR100193,Completed,CUST1036,UberX,Manchester,Singapore,11.5,5.5,0,,0,,0,,27.41,14.61,2.4,3.0,Cash
2025-02-27,09:49:00,UBR100432,Cancelled by Driver,CUST1074,UberXL,Phoenix,Los Angeles,8.3,16.8,0,,1,Too far from pickup,0,,0.0,16.25,1.9,,Cash
2025-04-30,12:21:00,UBR100743,Cancelled by Driver,CUST1133,Uber Comfort,Toronto,Berlin,8.3,11.8,0,,1,Vehicle issue,0,,0.0,12.0,1.7,,PayPal
2025-01-19,11:51:00,UBR100578,Cancelled by Customer,CUST1219,,Birmingham,Madrid,5.5,4.2,1,Change of plans,0,,0,,0.0,15.46,,,Cash
2025-03-25,04:09:00,UBR100169,Completed,CUST1106,UberX,Toronto,London,6.9,9.9,0,,0,,0,,31.89,17.68,4.1,1.3,Credit Card
2025-04-23,03:52:00,UBR100529,Completed,CUST1194,Uber Black,Toronto,New York,8.9,4.2,0,,0,,0,,43.3,15.61,1.2,3.9,PayPal
2025-02-24,04:21:00,UBR100140,Completed,CUST1162,Uber Black,Paris,New York,,15.5,0,,0,,0,,40.97,14.62,2.6,3.0,Cash
2025-05-18,10:10:00,UBR100173,Completed,CUST1191,Uber Black,Manchester,Toronto,14.4,7.4,0,,0,,0,,66.13,18.52,2.0,1.7,UPI
2025-05-16,06:58:00,UBR100006,Completed,CUST1032,Uber Black,New York,Toronto,2.3,10.9,0,,0,,0,,7.29,1.68,1.5,4.5,UPI
2025-01-21,20:51:00,UBR100810,Completed,CUST1119,UberXL,Tokyo,Seoul,17.1,4.5,0,,0,,0,,76.99,24.38,3.0,2.3,
2025-03-21,18:17:00,UBR100523,Completed,CUST1190,Uber Comfort,Seoul,Vancouver,10.3,16.6,0,,0,,0,,36.07,,3.7,4.3,Cash
2025-01-08,09:22:00,UBR100685,Completed,CUST1234,Uber Green,,Seoul,2.0,22.1,0,,0,,0,,53.25,22.77,2.2,1.0,Wallet
2025-04-24,20:45:00,UBR100073,Completed,CUST1165,Uber Black,Vancouver,Seoul,3.6,7.0,0,,0,,0,,51.56,18.92,4.4,4.8,
2025-04-15,11:35:00,UBR100720,Completed,CUST1248,UberXL,Berlin,Birmingham,15.9,12.2,0,,0,,0,,50.19,14.99,4.6,5.0,Credit Card
2025-06-19,11:27:00,UBR100462,Completed,CUST1043,UberXL,London,Phoenix,4.7,5.3,0,,0,,0,,34.55,11.09,3.3,3.0,Credit Card
2025-03-23,05:23:00,UBR100238,Cancelled by Customer,CUST1192,UberXL,Vancouver,Singapore,16.3,22.3,1,Found another ride,0,,0,,0.0,14.26,,,UPI
2025-03-24,18:42:00,UBR100145,Completed,CUST1148,UberX,Berlin,Los Angeles,14.3,8.8,0,,0,,0,,82.06,26.69,,3.8,Cash
2025-05-08,22:40:00,UBR100996,Cancelled by Driver,CUST1225,UberX,Birmingham,Toronto,3.0,18.4,0,,1,Wrong pickup location,0,,0.0,6.42,1.0,,UPI
2025-04-08,21:36:00,UBR100234,Completed,CUST1106,Uber Black,Singapore,London,9.9,24.5,0,,0,,0,,104.43,27.99,4.0,1.6,PayPal
2025-06-10,08:42:00,UBR100220,Completed,CUST1016,Uber Comfort,Berlin,Melbourne,12.9,9.6,0,,0,,0,,80.73,25.3,1.4,4.1,UPI
2025-04-29,02:41:00,UBR100214,Completed,CUST1233,Uber Comfort,Toronto,Seoul,13.0,4.1,0,,0,,0,,23.0,,1.3,2.6,UPI
2025-04-09,11:19:00,UBR100695,Cancelled by Customer,CUST1053,UberXL,Berlin,Tokyo,4.5,3.4,1,Driver requested cancellation,0,,0,,0.0,18.81,,,Credit Card
2025-03-10,11:26:00,UBR100132,Cancelled by Customer,CUST1048,Uber Black,Manchester,Madrid,15.8,13.4,1,Wrong pickup location,0,,0,,0.0,22.29,,,Wallet
2025-01-14,04:46:00,UBR100867,Completed,CUST1065,Uber Comfort,Houston,Singapore,4.4,9.3,0,,0,,0,,68.31,17.7,4.1,2.9,Cash
2025-01-02,02:59:00,UBR100457,Completed,CUST1065,Uber Comfort,Toronto,London,4.0,22.1,0,,0,,0,,23.3,11.77,2.8,1.5,Debit Card
2025-03-26,05:13:00,UBR100800,Completed,CUST1078,Uber Comfort,Phoenix,New York,2.2,18.2,0,,0,,0,,60.67,18.26,3.1,2.5,UPI
2025-05-17,19:12:00,UBR100422,Completed,CUST1153,Uber Green,Rome,Tokyo,9.1,10.4,0,,0,,0,,,31.4,,1.0,Cash
2025-05-30,01:22:00,UBR100185,Completed,CUST1109,Uber Black,Seoul,Dubai,,18.4,0,,0,,0,,98.66,26.21,4.4,4.9,PayPal
2025-04-12,16:11:00,UBR100041,Cancelled by Customer,CUST1151,,Chicago,Dubai,6.7,6.7,1,Wrong pickup location,0,,0,,0.0,10.7,,,UPI
2025-06-06,05:29:00,UBR100644,Cancelled by Customer,CUST1219,UberX,Manchester,Tokyo,3.4,22.4,1,Driver taking too long,0,,0,,0.0,22.18,,,Debit Card
2025-04-13,03:13:00,UBR100108,Cancelled by Driver,CUST1165,UberXL,New York,Los Angeles,12.7,20.6,0,,1,Vehicle issue,0,,0.0,29.07,1.8,,UPI
2025-01-21,00:51:00,UBR100621,Completed,CUST1081,Uber Black,Dubai,Manchester,6.2,7.0,0,,0,,0,,37.98,16.3,1.3,3.9,Wallet
2025-02-28,14:36:00,UBR100056,Completed,CUST1197,Uber Green,Berlin,Paris,16.9,3.2,0,,0,,0,,95.59,31.61,1.9,2.5,UPI
2025-05-13,23:38:00,UBR100557,Completed,CUST1064,UberXL,,Los Angeles,7.1,20.8,0,,0,,0,,14.33,6.26,2.6,4.2,Wallet
2025-01-23,08:43:00,UBR100491,Completed,CUST1071,Uber Green,Paris,New York,8.5,4.5,0,,0,,0,,56.83,25.95,3.3,3.4,
2025-01-15,12:57:00,UBR100594,Completed,CUST1040,Uber Black,Los Angeles,Seoul,2.5,23.3,0,,0,,0,,72.13,23.31,3.8,1.5,UPI
2025-02-15,06:45:00,UBR100905,Completed,CUST1217,Uber Green,New York,Madrid,15.2,4.5,0,,0,,0,,38.55,15.01,4.8,4.9,Credit Card
2025-04-08,12:25:00,UBR100435,Cancelled by Customer,CUST1000,UberXL,Toronto,Tokyo,3.0,24.0,1,Change of plans,0,,0,,0.0,32.44,,,Debit Card
2025-06-02,09:34:00,UBR100024,Completed,CUST1189,Uber Green,Sydney,Los Angeles,15.3,21.9,0,,0,,0,,36.84,20.75,2.0,1.2,PayPal
2025-05-12,07:06:00,UBR100357,Completed,CUST1245,UberXL,New York,Los Angeles,4.7,3.9,0,,0,,0,,42.17,24.04,2.5,1.4,Wallet
2025-04-20,21:53:00,UBR100522,Completed,,Uber Black,Melbourne,Madrid,13.6,19.7,0,,0,,0,,47.68,14.41,3.4,1.7,Credit Card
2025-05-22,10:00:00,UBR100948,Completed,CUST1233,UberX,New York,Chicago,3.4,,0,,0,,0,,25.76,7.88,1.3,1.4,Wallet
2025-02-09,20:34:00,UBR100652,Cancelled by Driver,CUST1045,Uber Green,Toronto,Vancouver,1.4,15.8,0,,1,Wrong pickup location,0,,0.0,30.92,3.2,,UPI
2025-01-28,19:13:00,UBR100731,Cancelled by Customer,CUST1120,Uber Black,Toronto,Birmingham,2.5,16.0,1,Found another ride,0,,0,,,14.24,,,UPI
2025-02-16,15:18:00,UBR100047,Completed,CUST1206,Uber Green,Rome,Phoenix,11.5,18.5,0,,0,,0,,83.88,27.96,1.9,1.5,UPI
2025-02-15,07:02:00,UBR100338,Completed,CUST1244,Uber Black,Los Angeles,Chicago,5.7,,0,,0,,0,,74.06,20.27,1.4,3.4,Credit Card
2025-03-02,08:53:00,UBR100051,Completed,CUST1148,UberX,Singapore,Seoul,10.1,10.8,0,,0,,0,,18.79,6.91,4.6,1.5,Credit Card
2025-03-11,11:37:00,UBR100383,Incomplete,CUST1098,UberXL,Toronto,Los Angeles,4.5,9.9,0,,0,,1,Trip interrupted,44.78,,3.5,,PayPal
2025-06-26,06:35:00,UBR100543,Completed,CUST1236,UberXL,Melbourne,Birmingham,13.0,8.2,0,,0,,0,,65.09,17.84,2.6,2.8,UPI
2025-06-28,12:37:00,UBR100967,Completed,CUST1233,Uber Comfort,Dubai,Rome,12.0,15.0,0,,0,,0,,21.3,5.24,4.0,2.4,Cash
2025-06-20,12:41:00,UBR100667,Completed,CUST1189,Uber Comfort,Chicago,Manchester,6.4,,0,,0,,0,,85.29,23.82,2.9,3.4,Wallet
2025-05-29,06:29:00,UBR100973,Completed,CUST1219,UberXL,Houston,Berlin,4.5,24.3,0,,0,,0,,14.8,6.85,1.1,4.1,PayPal
2025-02-06,22:38:00,UBR100264,Completed,CUST1091,UberXL,Madrid,London,15.0,9.4,0,,0,,0,,52.37,16.16,2.8,1.1,UPI
2025-01-24,12:20:00,UBR100998,Completed,CUST1012,Uber Green,Toronto,Chicago,8.1,18.4,0,,0,,0,,72.13,20.15,4.0,4.1,PayPal
2025-01-08,13:35:00,UBR100854,Completed,CUST1084,Uber Black,Paris,Vancouver,13.6,24.7,0,,0,,0,,21.56,11.38,3.7,2.0,Credit Card
2025-02-11,04:03:00,UBR100937,Completed,CUST1094,Uber Black,Sydney,New York,17.6,17.1,0,,0,,0,,106.41,33.09,1.1,3.9,Cash
2025-05-11,04:36:00,UBR100444,Incomplete,CUST1226,UberX,Sydney,London,8.6,19.1,0,,0,,1,Route issue,60.54,14.89,,,Wallet
2025-06-20,00:58:00,UBR100395,Completed,CUST1031,UberX,New York,Los Angeles,13.2,5.4,0,,0,,0,,46.64,18.52,1.1,5.0,Credit Card
2025-03-16,16:28:00,UBR100545,Completed,CUST1127,Uber Green,Berlin,Phoenix,13.7,7.6,0,,0,,0,,99.28,27.66,3.1,3.9,UPI
2025-01-28,17:20:00,UBR100499,Completed,CUST1126,Uber Black,New York,Madrid,2.5,23.6,0,,0,,0,,33.77,18.78,,4.2,PayPal
2025-05-28,23:35:00,UBR100018,Completed,CUST1134,Uber Black,Paris,Houston,12.2,15.5,0,,0,,0,,24.73,9.22,1.4,2.5,PayPal
2025-02-28,18:12:00,UBR100753,Completed,CUST1214,UberX,Sydney,Los Angeles,5.9,11.1,0,,0,,0,,50.54,19.19,1.3,,Wallet
2025-02-11,02:16:00,UBR100526,Completed,CUST1119,Uber Black,New York,Paris,17.4,18.8,0,,0,,0,,16.73,4.66,5.0,3.8,
2025-04-07,13:19:00,UBR100599,Completed,CUST1179,Uber Black,Los Angeles,Houston,2.8,24.2,0,,0,,0,,87.41,31.32,4.6,2.1,PayPal
2025-03-10,13:32:00,UBR100482,Completed,CUST1105,UberX,Phoenix,Singapore,11.6,13.4,0,,0,,0,,64.04,16.39,4.5,2.1,Wallet
2025-03-30,23:11:00,UBR100367,Completed,CUST1077,UberX,Melbourne,Vancouver,3.8,4.3,0,,0,,0,,64.16,16.46,3.8,3.9,Cash
2025-04-18,02:51:00,UBR100083,Completed,CUST1178,UberXL,New York,Rome,2.8,9.9,0,,0,,0,,32.03,16.74,4.2,4.8,Cash
2025-06-11,09:47:00,UBR100061,Completed,CUST1226,Uber Black,Phoenix,Toronto,16.7,18.9,0,,0,,0,,127.69,32.73,1.2,4.1,Debit Card
2025-05-21,12:04:00,UBR100494,Completed,CUST1232,UberXL,Vancouver,Seoul,14.2,7.9,0,,0,,0,,28.02,13.9,1.7,2.6,Wallet
2025-06-26,04:04:00,UBR100272,Completed,CUST1063,Uber Green,Toronto,,6.7,6.1,0,,0,,0,,37.9,19.2,3.8,1.8,
2025-01-31,18:34:00,UBR100285,Completed,CUST1223,Uber Green,New York,Manchester,15.6,24.9,0,,0,,0,,82.7,34.96,2.0,,Wallet
2025-01-19,18:44:00,UBR100360,Completed,CUST1145,Uber Green,New York,Vancouver,1.2,22.7,0,,0,,0,,76.19,21.59,1.6,4.1,PayPal
2025-06-22,13:10:00,UBR100354,Completed,CUST1241,Uber Comfort,Madrid,Singapore,,10.6,0,,0,,0,,31.23,11.58,4.3,2.9,Cash
2025-04-05,04:52:00,UBR100746,Completed,CUST1024,UberX,Dubai,Rome,3.7,16.1,0,,0,,0,,59.57,20.49,,1.7,PayPal
2025-02-27,23:11:00,UBR100278,Completed,CUST1172,UberXL,Los Angeles,Melbourne,13.9,3.3,0,,0,,0,,55.68,20.84,1.8,3.9,Debit Card
2025-05-10,03:39:00,UBR100012,Completed,CUST1053,Uber Green,Dubai,Phoenix,6.9,17.0,0,,0,,0,,11.11,2.45,3.7,3.1,Credit Card
2025-06-16,07:33:00,UBR100182,Completed,CUST1200,Uber Comfort,Melbourne,Los Angeles,4.9,21.4,0,,0,,0,,44.51,24.4,2.1,3.6,UPI
2025-03-04,18:35:00,UBR100368,Completed,CUST1178,Uber Black,Singapore,Toronto,14.0,12.1,0,,0,,0,,37.08,10.86,3.6,3.3,UPI
2025-04-03,03:11:00,UBR100531,Cancelled by Driver,CUST1102,Uber Comfort,Madrid,Houston,1.2,6.3,0,,1,Too far from pickup,0,,0.0,34.32,,,PayPal
2025-03-07,13:29:00,UBR100649,Completed,CUST1192,Uber Comfort,Phoenix,Seoul,3.7,18.1,0,,0,,0,,44.64,21.46,1.5,2.7,Cash
2025-06-21,19:32:00,UBR100223,Completed,CUST1027,UberX,Birmingham,Manchester,16.1,9.3,0,,0,,0,,101.69,26.11,2.5,1.2,
2025-01-05,14:46:00,UBR100604,Completed,CUST1222,Uber Black,Manchester,Madrid,7.5,20.5,0,,0,,0,,73.87,32.13,2.8,1.7,Wallet
2025-02-27,18:36:00,UBR100736,Completed,CUST1220,Uber Black,London,Dubai,9.4,10.5,0,,0,,0,,51.31,18.11,1.6,3.2,UPI
2025-01-04,08:52:00,UBR100713,Completed,CUST1158,Uber Green,Rome,Phoenix,11.8,23.0,0,,0,,0,,34.04,19.36,,,Cash
2025-05-24,11:07:00,UBR100575,Completed,CUST1076,Uber Black,Berlin,Paris,8.3,19.1,0,,0,,0,,60.43,25.37,2.3,2.3,Debit Card
2025-02-13,11:14:00,UBR100486,Incomplete,CUST1054,UberX,Paris,Los Angeles,1.3,6.2,0,,0,,1,Technical issue,32.75,15.27,3.6,,UPI
